comment_id,video_id,author,updated_at,like_count,cleaned_text,roberta_label,roberta_confidence,sentiment_label,entities,keywords,topic_id,topic_keywords
62bd4f3487005459,6ebXffTl4do,@patoconnor9600,2026-06-22T01:47:39Z,42,"""two weeks"".",LABEL_1,0.7003974318504333,Neutral,"[{""text"": ""two weeks"", ""label"": ""DATE""}]","[""weeks"", ""two weeks"", ""two""]",-1,
07e5aec732a2daa1,6ebXffTl4do,@jaym9846,2026-06-22T01:19:46Z,30,President needs to attend an anger management class.,LABEL_0,0.5966383814811707,Anti,[],"[""needs to"", ""needs"", ""an"", ""president"", ""to""]",9,"the, to, trump, is, iran"
5ce1bd88af4d97bb,6ebXffTl4do,@alfredlevitt7327,2026-06-22T01:42:36Z,30,"Such BS they are never even in the same room or talk to each other. How can you pretend these are ""talks"".",LABEL_0,0.8669664859771729,Anti,[],"[""are"", ""each other"", ""talk to"", ""can you"", ""each""]",8,"the, is, and, to, of"
3dfc6a0d5905ba6a,6ebXffTl4do,@Rissa_97,2026-06-22T01:33:09Z,26,"How about attacking Israel instead? That would get the peace deal signed a lot faster. Iran is literally just waiting for Israel to stop bombing, which is a part of the deal.",LABEL_1,0.49400702118873596,Neutral,"[{""text"": ""Israel"", ""label"": ""GPE""}, {""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Israel"", ""label"": ""GPE""}]","[""israel"", ""deal"", ""bombing"", ""get the"", ""instead""]",-1,
44d2076ecd989094,6ebXffTl4do,@Winston_Smith-144,2026-06-22T01:47:31Z,22,So netanyahu sabotages the peace agreement for his own selfish ends by violating the cease fire and successfuly manipulates trump into blaming Iran . Congrats bari🎉,LABEL_0,0.7425321936607361,Anti,"[{""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Congrats"", ""label"": ""NORP""}, {""text"": ""bari"", ""label"": ""ORG""}]","[""for his"", ""bari"", ""fire and"", ""peace agreement"", ""cease""]",8,"the, is, and, to, of"
dcbe218c6628e180,6ebXffTl4do,@Thedesertguy75,2026-06-22T01:41:50Z,19,"I feel for the people in the military, no say, just do it. Im glad i got out when i did",LABEL_2,0.7197923064231873,Pro,[],"[""the military"", ""no say"", ""just do"", ""im"", ""glad""]",9,"the, iran, of, and, he"
015ba7f4d1c548d9,6ebXffTl4do,@Luke802-x2g,2026-06-22T01:41:15Z,18,110 countries please,LABEL_1,0.7905846238136292,Neutral,"[{""text"": ""110"", ""label"": ""CARDINAL""}]","[""countries"", ""please""]",-1,
b3abddddf5017766,6ebXffTl4do,@gtobandit,2026-06-22T01:53:29Z,16,We need to get these old senile people out of office. Trump please stop shitting your pants and just leave.,LABEL_0,0.9506360292434692,Anti,[],"[""pants"", ""old"", ""office"", ""of office"", ""get these""]",9,"the, to, trump, is, iran"
6c91e7e5d97d2e44,6ebXffTl4do,@lenbaker3559,2026-06-22T01:20:30Z,16,laughing out loud cbs propaganda poll,LABEL_0,0.5268899202346802,Anti,"[{""text"": ""cbs"", ""label"": ""ORG""}]","[""cbs propaganda"", ""out loud"", ""laughing out"", ""propaganda"", ""loud""]",9,"the, to, trump, is, iran"
b8281b5531e17cde,6ebXffTl4do,@ceonach,2026-06-22T02:26:33Z,16,He's just useless at making deals.,LABEL_0,0.9395743608474731,Anti,[],"[""useless"", ""deals"", ""making"", ""he just"", ""at""]",3,"the, to, he, trump, and"
49e81c64783f7792,6ebXffTl4do,@lbednaz,2026-06-22T01:29:42Z,15,We're not Iran's neighbor! Not our business! Enough with DEMENTO DUMPTY already!,LABEL_0,0.8162625432014465,Anti,"[{""text"": ""Iran"", ""label"": ""GPE""}]","[""not"", ""not iran"", ""we re"", ""business"", ""re not""]",5,"the, and, of, is, to"
3b281a1bc1e5afc6,6ebXffTl4do,@Cefshah,2026-06-22T02:33:24Z,14,"I doubt we'll see peace, with Trump as President.",LABEL_0,0.8239366412162781,Anti,"[{""text"": ""Trump"", ""label"": ""PERSON""}]","[""as president"", ""peace with"", ""ll"", ""with trump"", ""see""]",0,"he, trump, the, but, and"
62aa25a6a2e8ce50,6ebXffTl4do,@texarkana3781,2026-06-22T01:36:46Z,12,Does ANYONE even take this clown seriously anymore?,LABEL_0,0.9656873345375061,Anti,[],"[""this clown"", ""take this"", ""does anyone"", ""seriously"", ""anymore""]",4,"cbs, news, is, fake, the"
70b6458489d19650,6ebXffTl4do,@GGAtSocal,2026-06-22T01:19:03Z,12,Oh CBS took a poll?! Who believe a CBS poll? They want to make news by fabricating polls. Get these reporters off the air.,LABEL_0,0.847221851348877,Anti,"[{""text"": ""CBS"", ""label"": ""ORG""}, {""text"": ""CBS"", ""label"": ""ORG""}]","[""poll"", ""cbs"", ""oh cbs"", ""the air"", ""off the""]",9,"the, to, trump, is, iran"
bfe299cf36c3cc28,6ebXffTl4do,@ms.w2954,2026-06-22T01:14:05Z,12,We sick of it. Stop 🛑,LABEL_0,0.8794233202934265,Anti,[],"[""sick of"", ""sick"", ""stop"", ""we"", ""it""]",9,"the, to, trump, is, iran"
255415db071e10f3,6ebXffTl4do,@cbarr3283,2026-06-22T01:57:07Z,11,Where are congress and senators ?!!,LABEL_0,0.5348096489906311,Anti,"[{""text"": ""congress"", ""label"": ""ORG""}]","[""where"", ""congress"", ""are"", ""and""]",1,"of, so, the, and, his"
f8dbc66a946ce67b,6ebXffTl4do,@MariaGarcia-q5t7v,2026-06-22T01:15:52Z,11,Trump. is not a deal maker he is a deal breaker..,LABEL_0,0.7915497422218323,Anti,[],"[""deal"", ""is not"", ""is"", ""he is"", ""trump is""]",3,"the, to, he, trump, and"
99d1889f26541f50,6ebXffTl4do,@WorldBeyondCapitalism,2026-06-22T01:40:15Z,10,"Wow how insane that even 30% of americans think this war makes any sense. This is a digusting imperial war of aggression and the selfishness and brainwashed nature of americans is so obvious. Apparently the only thing bad about this war is how it could affect the pockets of Americans, NOT that it is an illegal war of aggression and multiple war crimes including the killing of 160 school girls on the first day. This nation is beyond help",LABEL_0,0.9602096080780029,Anti,"[{""text"": ""30%"", ""label"": ""PERCENT""}, {""text"": ""americans"", ""label"": ""NORP""}, {""text"": ""americans"", ""label"": ""NORP""}, {""text"": ""Americans"", ""label"": ""NORP""}, {""text"": ""160"", ""label"": ""CARDINAL""}, {""text"": ""the first day"", ""label"": ""DATE""}]","[""war"", ""of americans"", ""of"", ""americans"", ""aggression and""]",5,"the, and, of, is, to"
1c99eac1955a2030,6ebXffTl4do,@spunkychk5555,2026-06-22T02:03:37Z,10,We need a better leader. He’s incompetent,LABEL_0,0.8837037086486816,Anti,[],"[""incompetent"", ""leader"", ""we need"", ""better"", ""need""]",0,"he, trump, the, but, and"
68703cb9525ccfb3,6ebXffTl4do,@imrytebeehyneu,2026-06-22T01:11:35Z,10,Why attack Iran if Isreal is attacking first,LABEL_0,0.49483656883239746,Anti,"[{""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Isreal"", ""label"": ""ORG""}, {""text"": ""first"", ""label"": ""ORDINAL""}]","[""iran if"", ""why attack"", ""isreal"", ""attacking"", ""attack""]",8,"the, is, and, to, of"
f2ece6c473e32bbd,6ebXffTl4do,@ljacobs357,2026-06-22T01:43:57Z,9,"Why should Iran take the US seriously when then negotiations team are the three stooges: Kushner, Witkoff and Vance.",LABEL_1,0.5733965635299683,Neutral,"[{""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""US"", ""label"": ""GPE""}, {""text"": ""three"", ""label"": ""CARDINAL""}, {""text"": ""Kushner"", ""label"": ""ORG""}, {""text"": ""Witkoff"", ""label"": ""PERSON""}, {""text"": ""Vance"", ""label"": ""GPE""}]","[""iran take"", ""take the"", ""team"", ""are the"", ""seriously""]",-1,
a28dd1423c4e1d00,6ebXffTl4do,@joeyvocals1,2026-06-22T01:11:48Z,9,Of course! He is a War Monger! Army Captain 2017-2019 Afghanistan combat veteran,LABEL_0,0.5587055683135986,Anti,"[{""text"": ""Army"", ""label"": ""ORG""}, {""text"": ""2017-2019"", ""label"": ""DATE""}, {""text"": ""Afghanistan"", ""label"": ""GPE""}]","[""is war"", ""course"", ""afghanistan"", ""of course"", ""captain""]",4,"cbs, news, is, fake, the"
cd434563abfd3210,6ebXffTl4do,@LiveLoveLaugh5685,2026-06-22T02:05:06Z,8,"As of mid-May 2026, the U.S. war with Iran has cost taxpayers at least $25 billion to $29 billion in direct military expenditures, according to Pentagon officials. However, independent estimates suggest the true cost is significantly higher, potentially exceeding $70 billion in the first 60 days alone. Israel has universal free healthcare. Must be nice.",LABEL_1,0.46495723724365234,Neutral,"[{""text"": ""mid-May 2026"", ""label"": ""DATE""}, {""text"": ""U.S."", ""label"": ""GPE""}, {""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""at least $25 billion to $29 billion"", ""label"": ""MONEY""}, {""text"": ""Pentagon"", ""label"": ""ORG""}, {""text"": ""$70 billion"", ""label"": ""MONEY""}, {""text"": ""the first 60 days"", ""label"": ""DATE""}, {""text"": ""Israel"", ""label"": ""GPE""}]","[""billion"", ""cost"", ""has"", ""alone"", ""mid""]",-1,
390f59d78be181fe,6ebXffTl4do,@gchomuk,2026-06-22T01:46:57Z,8,"The most important thing, has trump made enough money for himself and family by his actions?",LABEL_1,0.49915260076522827,Neutral,[],"[""actions"", ""the most"", ""family"", ""important"", ""himself""]",-1,
5b6ced6637ec8c45,6ebXffTl4do,@Ephraimneamakri,2026-06-22T01:49:42Z,8,"Absolutely no care in Lindsey’s voice, what a failure",LABEL_0,0.9525808691978455,Anti,"[{""text"": ""Lindsey\u2019s"", ""label"": ""ORG""}]","[""voice"", ""absolutely"", ""no care"", ""care"", ""lindsey""]",7,"and, not, he, the, they"
22be4f7feec3b190,6ebXffTl4do,@blackrocks8413,2026-06-22T02:16:02Z,8,I hope Iran messes this up. I soooooo want to see Round 2,LABEL_0,0.47006943821907043,Anti,"[{""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Round 2"", ""label"": ""LAW""}]","[""soooooo"", ""round"", ""messes"", ""to see"", ""hope""]",3,"the, to, he, trump, and"
da2c0395d8959e5f,6ebXffTl4do,@Joelle-t6k,2026-06-22T01:16:17Z,8,The strait of Hormuz is not ours to control which has obviously been forgotten by this despicable administration,LABEL_0,0.9406237006187439,Anti,"[{""text"": ""Hormuz"", ""label"": ""PERSON""}]","[""obviously"", ""by this"", ""to control"", ""strait of"", ""of hormuz""]",5,"the, and, of, is, to"
60988886e504b2d6,6ebXffTl4do,@inneedofhim2,2026-06-22T01:21:44Z,7,I do not believe those statistics! Not at all!,LABEL_0,0.9511861801147461,Anti,[],"[""not"", ""at all"", ""do not"", ""those"", ""believe""]",7,"and, not, he, the, they"
13974d94ef4fe4de,6ebXffTl4do,@thisguyshorty3554,2026-06-22T03:04:56Z,7,Manipulation Monday again.,LABEL_1,0.8351171612739563,Neutral,"[{""text"": ""Monday"", ""label"": ""DATE""}]","[""monday"", ""manipulation"", ""again""]",-1,
f3fc01fce126ed15,6ebXffTl4do,@totalmagadeath1312,2026-06-22T01:45:13Z,7,And this guy wants a Nobel Peace Prize😂,LABEL_0,0.564988374710083,Anti,"[{""text"": ""a Nobel Peace Prize"", ""label"": ""WORK_OF_ART""}]","[""peace prize"", ""and this"", ""prize"", ""this guy"", ""guy""]",7,"and, not, he, the, they"
18ff04729ecd802a,6ebXffTl4do,@williamheying4819,2026-06-22T02:09:14Z,7,Remove Trump Now!,LABEL_0,0.6438081860542297,Anti,[],"[""remove"", ""now"", ""trump""]",9,"the, to, trump, is, iran"
14169927d9e0bc6b,6ebXffTl4do,@jax1492,2026-06-22T02:10:57Z,7,Iran doesn't negotiate with terrorists,LABEL_0,0.5039320588111877,Anti,"[{""text"": ""Iran"", ""label"": ""GPE""}]","[""with terrorists"", ""terrorists"", ""negotiate with"", ""negotiate"", ""doesn""]",2,"the, to, you, of, iran"
58a2f1ad26c14df4,6ebXffTl4do,@alfonsoarmendariz1416,2026-06-22T03:16:57Z,6,This idiot trying to bankrupt the country like he did to his businesses,LABEL_0,0.9639712572097778,Anti,[],"[""he did"", ""bankrupt"", ""businesses"", ""country like"", ""to his""]",9,"the, to, trump, is, iran"
1a560f39665bc0b7,6ebXffTl4do,@tonyscott6837,2026-06-22T01:59:06Z,6,"Stop trusting this administration, DJT has a reputation for corruption and has been convicted of crimes, making him one of the most corrupt figures recently. Reports of his dealings with Iran, if true, show his ineffectiveness as a negotiator since he fails to secure good agreements. His record shows failed negotiations and poor deal-making. Iran now has an advantage, able to develop nuclear weapons despite international pressure. The US seems to be in decline, risking its global influence. Iran will use the Strait, leveraging Trump’s irresponsible actions",LABEL_0,0.8925041556358337,Anti,"[{""text"": ""DJT"", ""label"": ""ORG""}, {""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""US"", ""label"": ""GPE""}, {""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Strait"", ""label"": ""LOC""}, {""text"": ""Trump"", ""label"": ""ORG""}]","[""has"", ""making"", ""his"", ""iran"", ""of""]",5,"the, and, of, is, to"
da242d6ca78b3867,6ebXffTl4do,@PersonaPariah,2026-06-22T01:43:04Z,6,Can't help but notice that both Democrats and Republicans wanted to continue the war for israel. really makes you think.,LABEL_0,0.5420123934745789,Anti,"[{""text"": ""Democrats"", ""label"": ""NORP""}, {""text"": ""Republicans"", ""label"": ""NORP""}, {""text"": ""israel"", ""label"": ""GPE""}]","[""wanted to"", ""war for"", ""wanted"", ""continue"", ""notice""]",9,"the, to, trump, is, iran"
a29b971fe943d492,6ebXffTl4do,@omari6108,2026-06-22T01:27:39Z,6,"That poll for if people feel the deal is better for US, for the people that think it's better for us.da hell are they smoking? 😂 It's pretty obvious that Iran came out on top with that",LABEL_1,0.49286675453186035,Neutral,"[{""text"": ""US"", ""label"": ""GPE""}, {""text"": ""Iran"", ""label"": ""GPE""}]","[""that"", ""for"", ""better"", ""us"", ""people""]",-1,
fbf52a69841f1dd8,6ebXffTl4do,@amywarengo4748,2026-06-22T03:20:46Z,5,Trump looks bad . Tired of counting all of is money.. 🇺🇸 deserves leadership,LABEL_0,0.8793025612831116,Anti,"[{""text"": ""\ud83c\uddf8"", ""label"": ""NORP""}]","[""tired of"", ""leadership"", ""trump looks"", ""tired"", ""all of""]",8,"the, is, and, to, of"
159a587a38606d0a,6ebXffTl4do,@joeforal3626,2026-06-22T02:49:32Z,5,Insanity is doing the doing the same thing over and over and expecting different results. Does anyone see an insane president?,LABEL_0,0.9483213424682617,Anti,[],"[""over and"", ""doing"", ""over"", ""different"", ""does anyone""]",5,"the, and, of, is, to"
392124c3df3f672d,6ebXffTl4do,@gregory6003,2026-06-22T02:21:33Z,4,Trump. Not looking good.,LABEL_0,0.9359144568443298,Anti,[],"[""looking"", ""good"", ""not"", ""trump""]",9,"the, to, trump, is, iran"
2c1179867354e4d5,6ebXffTl4do,@Holtzman-s3r,2026-06-22T01:32:32Z,4,No one is listening to Cory!,LABEL_0,0.9226352572441101,Anti,"[{""text"": ""Cory"", ""label"": ""NORP""}]","[""listening to"", ""listening"", ""one is"", ""cory"", ""no one""]",4,"cbs, news, is, fake, the"
ba8ba53f4b90e0e8,6ebXffTl4do,@theRealDonaldTrump666,2026-06-22T01:36:07Z,4,the art of the deal is never actually having a deal and threatening everyone involved because there is no deal. even if they agree you dont think it was a good deal . not good enough to honor,LABEL_0,0.8269416689872742,Anti,[],"[""deal"", ""good"", ""deal is"", ""and threatening"", ""to honor""]",5,"the, and, of, is, to"
718f54bb4e2fd7e2,6ebXffTl4do,@CultureoftheWorld,2026-06-22T01:52:47Z,4,Not one word about the Genocide,LABEL_0,0.6293254494667053,Anti,[],"[""not one"", ""genocide"", ""word"", ""about the"", ""one""]",7,"and, not, he, the, they"
905a58847103acf9,6ebXffTl4do,@Boardnbike,2026-06-22T02:42:41Z,4,Why attack them again when yesterday he told us we don't need the Strait.,LABEL_0,0.7803804874420166,Anti,"[{""text"": ""yesterday"", ""label"": ""DATE""}, {""text"": ""Strait"", ""label"": ""LOC""}]","[""we don"", ""why attack"", ""told us"", ""he told"", ""told""]",2,"the, to, you, of, iran"
993e30c7f69f4e90,6ebXffTl4do,@laborantibus11235,2026-06-22T02:42:46Z,4,"Well, that didn't take long to fall apart.",LABEL_0,0.5801573991775513,Anti,[],"[""didn"", ""long"", ""well"", ""take"", ""that""]",4,"cbs, news, is, fake, the"
a6af403b5ad4ff19,6ebXffTl4do,@camdudzinski5206,2026-06-22T02:42:55Z,4,"The greatest negotiator in the world. Is trying to negotiate an end to a war that he started. And also pay $300 million in frozen assets and maybe we pay a toll to use the strait of hormuz as reparations for war damages in Iran. Yes, truly the greatest negotiator in the history of negotiations. Truly a great businessman. We keep winning. We have turned pristine waters of a pool into green algae. Truly everything this man touches turns to ****.",LABEL_2,0.6436815857887268,Pro,"[{""text"": ""$300 million"", ""label"": ""MONEY""}, {""text"": ""Iran"", ""label"": ""GPE""}]","[""truly"", ""the greatest"", ""greatest"", ""negotiator"", ""pay""]",8,"the, to, in, we, trump"
3da17bc239a03803,6ebXffTl4do,@richardnunziata3221,2026-06-22T01:19:36Z,4,only a matter of time before Trump Vance and Hegseth totally take down the US with this fool game they are playing because they place themselves above all others,LABEL_0,0.8234682083129883,Anti,"[{""text"": ""Trump Vance"", ""label"": ""PERSON""}, {""text"": ""Hegseth"", ""label"": ""PERSON""}, {""text"": ""US"", ""label"": ""GPE""}]","[""they"", ""matter of"", ""only matter"", ""themselves"", ""above""]",2,"the, to, you, of, iran"
0f7ab5f8a2685c8e,6ebXffTl4do,@billmiller2081,2026-06-22T02:17:52Z,4,Israel will not let the USA leave we look weak. They need to leave and let Israel fight without the USA.,LABEL_0,0.6574253439903259,Anti,"[{""text"": ""Israel"", ""label"": ""GPE""}, {""text"": ""USA"", ""label"": ""GPE""}, {""text"": ""Israel"", ""label"": ""GPE""}, {""text"": ""USA"", ""label"": ""GPE""}]","[""leave"", ""the usa"", ""usa"", ""let"", ""israel""]",9,"the, to, trump, is, iran"
8f50a972789687ca,6ebXffTl4do,@PoeLemic,2026-06-22T07:08:10Z,4,"Trump has really made some serious mistakes. All of my Professors in War College are saying that he is the worst President ever, relating to foreign policies. Sets America back almost 100 years.",LABEL_0,0.9628883004188538,Anti,"[{""text"": ""Trump"", ""label"": ""ORG""}, {""text"": ""almost 100 years"", ""label"": ""DATE""}]","[""policies"", ""100"", ""almost"", ""some serious"", ""the worst""]",5,"the, and, of, is, to"
294acbc401bb1eb4,6ebXffTl4do,@OhbutIdigresss,2026-06-22T02:22:07Z,4,"MoU are NOT deals. It’s literally a f’ing memo in hope of a deal, maybe next year, at best.",LABEL_0,0.6683107614517212,Anti,"[{""text"": ""next year"", ""label"": ""DATE""}]","[""mou"", ""year"", ""literally"", ""hope"", ""deals""]",5,"the, and, of, is, to"
1d0ae421a18a1162,6ebXffTl4do,@jeanneparadise8200,2026-06-22T02:34:02Z,4,"Insulting Iran is immature and unprofessional. It makes negotiations strained, act with respect and decorum. Never swear and stop protecting war criminal Israel. American taxpayers' are suffering.",LABEL_0,0.9276707172393799,Anti,"[{""text"": ""Insulting"", ""label"": ""GPE""}, {""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Israel"", ""label"": ""GPE""}, {""text"": ""American"", ""label"": ""NORP""}]","[""and"", ""taxpayers"", ""insulting"", ""respect"", ""act""]",5,"the, and, of, is, to"
5a8ea7f8e3f31525,6ebXffTl4do,@JohnPotter-l7l,2026-06-22T01:13:58Z,3,Disagree with poll stats,LABEL_0,0.659843385219574,Anti,[],"[""disagree"", ""disagree with"", ""poll"", ""with""]",9,"the, to, trump, is, iran"
ab98cd1a08b41662,6ebXffTl4do,@YoYo-gt5iq,2026-06-22T02:18:22Z,3,He just looks so old and tired. Shame there was literally no one else who could be President,LABEL_0,0.9443777203559875,Anti,[],"[""there was"", ""shame"", ""else"", ""be president"", ""looks so""]",4,"cbs, news, is, fake, the"
99a83b2649a2cfcb,6ebXffTl4do,@Ledome816,2026-06-22T02:06:17Z,3,0:28 all these polls show is how uneducated Americans are about Iran. Not to mention everyone who has to disagree with anything Trump related,LABEL_0,0.8351997137069702,Anti,"[{""text"": ""Americans"", ""label"": ""NORP""}, {""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""Trump"", ""label"": ""ORG""}]","[""mention"", ""about iran"", ""who has"", ""disagree with"", ""disagree""]",9,"the, to, trump, is, iran"
e8d1cc11ada6f9f2,6ebXffTl4do,@salahbahi-t8g,2026-06-22T10:35:21Z,3,I wonder… how long will the American people and their legal institutions wait before they bring down this insane idiot president and his gang of criminals around him?,LABEL_0,0.9509005546569824,Anti,"[{""text"": ""American"", ""label"": ""NORP""}]","[""wonder"", ""before they"", ""around"", ""will the"", ""insane""]",7,"and, not, he, the, they"
08c22cb8922fdc36,6ebXffTl4do,@BobSertic-nd9te,2026-06-22T02:15:48Z,3,Dumbest President Ever. Dumbest Felon Too!,LABEL_0,0.9670118093490601,Anti,"[{""text"": ""Dumbest"", ""label"": ""PERSON""}, {""text"": ""Dumbest Felon"", ""label"": ""PERSON""}]","[""felon"", ""president ever"", ""too"", ""ever"", ""president""]",2,"the, to, you, of, iran"
877eabab1b2d89ab,6ebXffTl4do,@zmanzoran,2026-06-22T03:55:52Z,3,"As a lifelong republican and a supporter of tump promises, I am so sick of his non stop trash. I’m at the point I wish they would just impeach and remove him. If Vance can’t do it right, then get Rubio in there. Trump may actually be getting dementia or something, he just has no ability to control himself. If he is going to do something then stfu and do it. I can’t stand his voice anymore",LABEL_0,0.9543731808662415,Anti,"[{""text"": ""republican"", ""label"": ""NORP""}, {""text"": ""tump"", ""label"": ""ORG""}, {""text"": ""Vance"", ""label"": ""PERSON""}, {""text"": ""Rubio"", ""label"": ""PERSON""}, {""text"": ""Trump"", ""label"": ""PERSON""}]","[""do"", ""something"", ""do it"", ""then"", ""if""]",3,"the, to, he, trump, and"
48c5aa1be03509d5,6ebXffTl4do,@RestoreJustice675,2026-06-22T02:24:19Z,3,Trump is all talk no action.,LABEL_0,0.7327360510826111,Anti,"[{""text"": ""Trump"", ""label"": ""ORG""}]","[""action"", ""is all"", ""no action"", ""talk"", ""trump is""]",7,"and, not, he, the, they"
d1e18fec7192b895,6ebXffTl4do,@spencer1980,2026-06-22T07:19:34Z,3,Trump should not be the president anymore,LABEL_0,0.9275686144828796,Anti,"[{""text"": ""Trump"", ""label"": ""ORG""}]","[""should not"", ""not be"", ""the president"", ""trump should"", ""anymore""]",9,"the, to, trump, is, iran"
6dea761b866f03e6,6ebXffTl4do,@SJGSJG-y8v,2026-06-22T03:33:46Z,3,He threatened to dump tons of tacos out of a C5,LABEL_0,0.7936193943023682,Anti,"[{""text"": ""C5"", ""label"": ""CARDINAL""}]","[""tacos"", ""threatened to"", ""threatened"", ""out of"", ""of""]",2,"the, to, you, of, iran"
233346383c95b212,6ebXffTl4do,@brandenbrooks5525,2026-06-22T02:01:35Z,3,Trump stay punching the air about this junk.,LABEL_0,0.5208001136779785,Anti,[],"[""junk"", ""the air"", ""stay"", ""about this"", ""air""]",3,"the, to, he, trump, and"
10343b5f8a2945ac,6ebXffTl4do,@Dave-sq9xz,2026-06-22T01:53:03Z,3,Iran kept their end of the fake deal. Talk to trump and netanyahu. 😅😂😂,LABEL_1,0.5764333605766296,Neutral,"[{""text"": ""Iran"", ""label"": ""GPE""}, {""text"": ""netanyahu"", ""label"": ""PERSON""}]","[""talk to"", ""talk"", ""netanyahu"", ""trump and"", ""end""]",-1,
9a39a2bf4d11a265,6ebXffTl4do,@excallibur4574,2026-06-22T04:56:31Z,3,Donald Trump has single-handedly destroyed his legacy.,LABEL_0,0.9586820602416992,Anti,"[{""text"": ""Donald Trump"", ""label"": ""PERSON""}]","[""legacy"", ""destroyed"", ""trump has"", ""donald trump"", ""donald""]",7,"and, not, he, the, they"
9991db2015342336,6ebXffTl4do,@WonderfulLava-sy9gc,2026-06-22T02:36:54Z,3,What the hell is going with this guy he's killing people for what?,LABEL_0,0.9728230237960815,Anti,[],"[""what"", ""hell is"", ""for what"", ""killing"", ""this guy""]",3,"the, to, he, trump, and"
